gx,gy,gz,ax,ay,az,gtemp,magx,magy,magz
-78.481,-16.099,-56.496,0.857,0.501,-0.274,38.51,433,2053,232
-50.618,-15.847,-36.252,0.807,0.581,-0.194,38.84,266,2016,230
-56.015,-18.992,-45.55,0.767,0.702,-0.172,38.79,138,1985,220
-55.779,-18.252,-45.626,0.676,0.791,-0.088,38.6,-13,1902,190
-79.634,-9.794,-52.916,0.695,0.759,-0.035,38.79,-148,1818,110
-61.145,-12,-62.786,0.52,0.825,0.116,38.69,-290,1692,-5
-39.183,-10.221,-49.481,0.422,0.906,0.248,38.6,-391,1592,-75
-50.863,-28.42,-50.679,0.345,0.979,0.254,38.6,-477,1491,-172
-49.664,-46.038,-48.656,0.223,0.916,0.318,38.51,-590,1357,-237
-56.595,-25.916,-42.802,0.196,0.798,0.413,38.65,-643,1237,-336
-32.954,-0.252,-35.641,0.08,0.794,0.555,38.6,-675,1123,-411
-64.84,2.206,-37.374,-0.001,0.763,0.614,38.51,-647,995,-571
-20.748,-4.069,-28.924,-0.044,0.735,0.655,38.69,-621,907,-695
12.519,-2.893,-29.908,-0.004,0.736,0.67,38.65,-665,837,-667
-1.84,-12.031,-53.038,-0.08,0.702,0.618,38.79,-741,747,-642
-21.099,-20.031,-55.679,-0.135,0.738,0.766,38.79,-806,585,-636
-27.321,-10.84,-62.084,-0.248,0.644,0.754,38.65,-761,430,-722
-52.779,-31.664,-57.511,-0.245,0.513,0.795,38.79,-683,321,-845
-1.374,-13.099,-19.069,-0.215,0.518,0.905,38.65,-605,261,-932
23.992,3.267,-32.87,-0.262,0.41,0.749,38.65,-607,225,-947
38.084,50.115,-61.924,-0.375,0.398,0.837,38.79,-623,-31,-917
31.237,9.664,-51.305,-0.448,0.398,0.734,38.79,-655,-282,-812
43.397,10.069,-41.092,-0.574,0.386,0.672,38.84,-662,-421,-745
-1.901,-10.282,-20.046,-0.594,0.43,0.635,38.65,-675,-573,-642
16.878,-14.679,-44.885,-0.594,0.303,0.605,38.65,-647,-648,-613
25.595,8.092,-63.405,-0.625,0.332,0.67,38.65,-576,-813,-568
34.557,4.214,-74.305,-0.683,0.182,0.616,38.79,-480,-936,-556
51.954,9.206,-95.061,-0.682,0.223,0.601,38.69,-287,-1108,-466
26.351,26.771,-62.191,-0.761,0.14,0.603,38.79,-110,-1290,-401
16.008,51.168,-44.389,-0.808,0.01,0.491,38.65,57,-1408,-205
36.649,102.504,-64.618,-0.809,-0.051,0.37,38.51,208,-1483,12
25.809,78.924,-13.13,-0.84,-0.168,0.16,38.98,307,-1498,267
17.336,18.87,36.916,-1.011,0.046,0.226,38.65,342,-1478,496
-66.435,-106.58,121.565,-1.062,0.256,0.259,38.84,-35,-1421,312
-52.893,-117.183,109.076,-0.834,0.257,0.423,38.88,-376,-1222,-60
-32.794,-67.221,56.107,-0.645,0.317,0.567,38.98,-542,-1013,-336
-50.015,-55.863,65.244,-0.551,0.436,0.727,38.88,-616,-775,-573
-50.901,-55.313,71.84,-0.418,0.432,0.892,38.69,-626,-496,-772
-49.099,-31.969,44.473,-0.297,0.282,0.859,38.79,-540,-253,-966
-53.809,-26.817,23.725,-0.151,0.215,0.949,38.84,-407,-62,-1098
-38.824,-44.573,28.809,-0.093,0.127,0.984,38.84,-258,158,-1201
-16.176,-57.527,9.786,0.004,0.043,0.955,38.79,-133,385,-1246
-27.191,-65.779,10.481,0.179,0.083,1.063,38.65,-37,628,-1258
-2.183,-55.649,-1.832,0.281,-0.013,1,38.65,30,806,-1218
16.405,-31.008,-10.183,0.442,-0.053,0.85,38.79,18,953,-1138
27.947,-17.656,-2.939,0.486,0.059,0.896,38.69,-23,1026,-1071
14.847,-2.947,7.122,0.564,0.2,0.943,38.98,-123,1085,-1008
-18.038,70.565,-18.702,0.423,0.065,0.903,38.79,-133,966,-1076
-8.809,115.527,-9.672,0.19,-0.008,0.992,38.65,-66,631,-1241
13.687,72.046,-12.573,-0.017,0.091,1.054,38.79,-63,370,-1290
2.344,31.992,-3.901,-0.071,0.054,0.977,38.65,-68,210,-1302
-37.656,21.427,29.061,-0.129,0.136,1.125,38.79,-23,96,-1322
-51.366,-32.237,31.267,-0.15,-0.124,0.936,38.88,155,197,-1397
-23.26,-22.664,20.939,-0.021,-0.183,0.993,38.69,308,328,-1437
42.542,-82.664,30.298,0.013,-0.16,1.037,38.84,302,512,-1400
31.679,-60.153,20.053,0.108,-0.089,1.009,38.79,188,778,-1290
74.45,-53.855,20.053,0.312,0.021,1.005,38.79,60,938,-1181
74.313,-14.038,-29.443,0.334,0.058,0.878,38.79,-183,1067,-976
42.656,40.832,-62.954,0.28,0.275,0.867,38.88,-433,897,-862
21.87,96.13,-69.122,0.074,0.497,0.933,39.02,-602,568,-860
-21.45,98.901,-56.641,-0.183,0.506,1.007,38.88,-628,150,-907
-79.29,63.412,-30.496,-0.415,0.288,0.892,38.98,-482,-241,-1011
-70.702,-3.718,11.977,-0.453,0.097,0.886,38.88,-295,-343,-1103
-66.489,-61.519,11.87,-0.356,0.063,0.957,38.84,-88,-191,-1266
-58.542,-61.786,17.397,-0.194,-0.2,0.823,38.79,162,147,-1405
-46.802,-53.244,24.885,-0.05,-0.264,0.932,38.88,430,377,-1442
-10.595,-45.145,17.969,0.093,-0.357,0.984,39.02,597,633,-1432
-2.603,-44.084,10.313,0.049,-0.267,1.015,38.69,660,808,-1405
15.969,-59.382,20.916,0.354,-0.409,0.847,38.79,738,1098,-1278
56.244,-42.916,0.031,0.336,-0.309,0.918,38.88,647,1290,-1148
82.771,-13.397,-47.489,0.417,-0.166,0.845,38.88,410,1360,-1028
73.595,6.878,-31.588,0.486,0.208,0.922,38.79,6,1305,-902
66.626,19.847,-22.748,0.42,0.39,1.006,39.02,-213,1276,-787
32.824,38.947,-34.344,0.345,0.384,0.897,38.79,-415,1145,-707
52.634,41.473,-33.931,0.275,0.422,0.817,38.84,-568,933,-725
65.756,12.244,-46.947,0.214,0.583,0.721,38.6,-758,781,-541
-17.405,72.099,-88.771,0.058,0.545,0.755,38.84,-857,483,-583
-12.45,64.221,-51.374,-0.165,0.632,0.75,38.6,-868,120,-657
-46.885,61.244,-59.061,-0.28,0.538,0.844,38.88,-795,-122,-710
-39.702,58.42,-61.084,-0.466,0.282,0.783,39.02,-595,-401,-852
-44.099,4.092,-7.656,-0.548,0.184,0.77,38.88,-405,-548,-940
-43.847,14.137,2.344,-0.543,0.178,0.729,38.84,-292,-585,-1001
-64.511,-21.206,6.672,-0.554,0.05,0.811,38.98,-138,-573,-1106
-36.511,-33.092,12.176,-0.496,-0.001,0.928,38.88,11,-452,-1236
-45.832,-34.595,23,-0.421,-0.071,0.901,38.79,162,-321,-1337
-75.458,-46.153,29.511,-0.301,-0.296,0.832,38.79,431,-83,-1460
-43.16,-37.847,19.718,-0.282,-0.312,0.927,38.69,667,106,-1500
-39.924,-49.214,19.473,-0.163,-0.485,0.824,38.51,863,275,-1505
-25.229,-38.809,12.519,-0.142,-0.464,0.879,39.17,1030,473,-1477
-12.359,-45.71,1.534,-0.086,-0.445,0.978,38.65,1136,605,-1435
-20.939,-85.695,1.679,0.041,-0.621,0.802,38.65,1246,861,-1347
35.679,-73.748,-15.947,0.226,-0.682,0.701,38.98,1290,1132,-1221
26.58,-28.802,-8.427,0.416,-0.54,0.78,38.88,1191,1338,-1106
30.824,-50.611,-17.481,0.418,-0.449,0.793,39.02,1095,1508,-981
41.595,-81.977,4.573,0.662,-0.531,0.659,39.12,988,1723,-750
54.771,-37.45,-44.16,0.684,-0.39,0.651,38.88,852,1876,-538
44.771,-45.771,-54.053,0.787,-0.088,0.695,38.98,578,1922,-386
51.458,-18.45,-59.29,0.82,-0.076,0.558,38.79,378,1938,-195
47.122,-13.84,-51.115,0.871,0,0.541,38.88,191,1907,-75
70.321,-24.076,-66.137,0.856,0.257,0.48,39.02,-3,1845,102
37.969,4.328,-112.321,0.853,0.4,0.357,38.98,-271,1706,260
29.481,26.45,-112.679,0.678,0.654,0.416,38.88,-641,1385,270
34.473,22.893,-115.13,0.562,0.814,0.396,38.88,-888,1062,292
12.053,20.733,-78.397,0.375,0.88,0.344,39.02,-1048,706,328
13.679,27.634,-59.832,0.136,0.909,0.355,38.98,-1123,462,358
-7.374,26.725,-92.405,0.019,0.975,0.361,39.02,-1133,168,348
-13,34.229,-80.092,-0.165,0.975,0.341,38.88,-1140,-130,260
-44.534,41.87,-88.534,-0.388,0.833,0.449,38.98,-1061,-416,150
-80.443,57.992,-87.832,-0.466,0.698,0.471,39.02,-910,-687,-40
-74.824,32.282,-69.405,-0.672,0.49,0.546,38.79,-696,-948,-172
-60.069,20.71,-85.008,-0.774,0.27,0.55,38.84,-433,-1147,-265
-31.618,10.382,-56.534,-0.814,0.104,0.533,39.17,-172,-1276,-310
-57.076,15.588,-45.374,-0.82,-0.031,0.514,38.88,42,-1353,-361
-48.534,-55.565,-13.389,-0.744,-0.111,0.603,38.98,220,-1351,-513
-26.099,-36.031,11.038,-0.759,-0.182,0.633,38.98,282,-1256,-685
-31.725,-29.595,13.802,-0.739,-0.179,0.775,38.98,297,-1178,-802
-35.527,-74.321,24.328,-0.634,-0.232,0.749,39.12,333,-1047,-981
-45.099,-82.076,18.206,-0.578,-0.239,0.805,39.12,398,-822,-1161
-30.87,-42.397,13.244,-0.429,-0.329,0.828,38.84,508,-621,-1297
-21.313,-40.756,21.237,-0.31,-0.386,0.837,38.98,587,-437,-1382
-8.122,-50.336,25.443,-0.268,-0.402,0.893,38.98,657,-258,-1422
-9.405,-41.107,7.221,-0.2,-0.404,0.853,39.17,675,-28,-1482
2.092,-89.626,10.031,-0.053,-0.352,0.965,39.02,703,305,-1497
24.183,-82.718,7.908,0.149,-0.493,0.769,38.98,701,703,-1432
7.931,-52.16,13.344,0.313,-0.331,0.953,38.98,621,943,-1337
44.008,-79.176,28.679,0.342,-0.212,0.959,39.12,605,1130,-1231
37.901,-36.931,7.015,0.459,-0.254,0.854,39.12,522,1328,-1101
52.237,-28.847,9.954,0.561,-0.316,0.702,38.98,420,1440,-971
60.122,-12.947,-0.229,0.587,-0.076,0.855,39.21,295,1493,-890
48.038,0.656,2.832,0.622,-0.049,0.884,39.12,182,1493,-827
58.145,19.588,-2.626,0.565,0.119,0.845,38.84,28,1457,-780
74.092,33.626,-18.634,0.461,0.249,0.825,38.98,-215,1336,-715
92.313,41.832,-43.29,0.429,0.376,0.734,39.12,-427,1237,-573
83.718,30.473,-36.748,0.33,0.635,0.74,38.88,-686,1085,-381
65.229,13.42,-43.351,0.322,0.721,0.59,38.98,-876,912,-165
58.595,38.359,-62.13,0.163,0.879,0.419,38.88,-1025,737,65
61.618,29.656,-54.008,0.018,0.864,0.352,38.79,-1090,507,242
73.656,9.008,-33.176,-0.042,0.917,0.23,39.17,-1118,326,443
81.275,19.427,-3.42,-0.087,0.934,0.048,38.98,-1092,251,695
71.015,12.168,10.779,-0.195,1.068,-0.046,38.88,-980,248,978
72.275,11.527,9.076,-0.082,0.936,-0.222,38.98,-845,323,1191
49.756,11.427,11.794,-0.099,0.985,-0.334,38.84,-688,360,1377
40.847,7.992,13.29,-0.041,0.911,-0.462,39.17,-581,388,1482
46.412,6.679,9.603,-0.045,0.915,-0.51,39.12,-470,427,1570
103.542,12.328,6.893,-0.023,0.77,-0.622,38.88,-253,486,1678
73.779,-0.496,18.817,0.053,0.684,-0.781,39.17,45,532,1831
64.84,4.924,6.42,0.038,0.565,-0.901,39.02,307,551,1886
61.458,-0.176,4.237,0.055,0.501,-0.945,39.31,547,563,1913
74.504,7.252,7.519,0.099,0.384,-0.978,38.88,801,558,1893
70.763,15.718,20.168,0.136,0.164,-1.035,38.98,1126,592,1846
70.969,1.985,14.74,0.14,-0.046,-1.014,38.98,1418,631,1753
61.122,-0.206,9.061,0.149,-0.197,-1.01,38.98,1635,612,1643
56.802,4.962,10.748,0.113,-0.29,-0.949,39.12,1871,595,1500
60.763,3.008,2.191,0.141,-0.359,-0.982,39.12,2022,592,1372
81.008,-20.405,-0.924,0.109,-0.467,-0.954,38.98,2216,561,1171
60.351,-15.061,-1.985,0.083,-0.618,-0.82,38.98,2335,556,1008
69.779,-24.542,-5.275,0.035,-0.779,-0.724,39.12,2435,510,815
44.496,-16.931,-5.611,0.043,-0.799,-0.629,39.12,2486,522,657
13.55,-21.702,-13.74,0.04,-0.844,-0.639,38.65,2515,525,581
-20.832,-5.176,-14.573,0.032,-0.757,-0.606,39.12,2502,556,623
-53.649,27.954,-13.374,0.094,-0.693,-0.752,38.98,2460,576,752
-64.794,48.901,-7.481,0.135,-0.678,-0.744,39.12,2351,677,940
-52.84,65.924,2.992,0.232,-0.596,-0.835,38.98,2233,796,1103
-49.847,66.092,4.344,0.313,-0.46,-0.914,39.12,2121,931,1183
-60.153,57.962,-1.305,0.424,-0.348,-0.898,38.88,1998,1075,1248
-67.008,56.992,-6.244,0.548,-0.245,-0.873,39.17,1837,1207,1325
-84.183,74.298,4.756,0.642,-0.135,-0.799,39.12,1647,1380,1352
-65.656,50.351,-3.13,0.784,0.027,-0.777,39.12,1476,1493,1345
-39.321,35.282,-4.115,0.777,0.123,-0.622,39.35,1373,1615,1300
-40.443,47.992,-5.924,0.893,0.169,-0.627,39.02,1241,1706,1241
-60.29,60.282,-22.649,0.924,0.26,-0.488,39.12,1092,1827,1131
-51.008,40.74,-24.885,0.949,0.313,-0.328,39.12,917,1927,1013
-42.008,41.962,-21.939,0.925,0.412,-0.17,39.17,785,1985,867
-48.122,43.939,-18.611,0.932,0.428,-0.064,39.12,675,2033,710
-63.855,63.252,-16.672,0.937,0.45,0.055,39.12,563,2067,493
-59.863,48.473,-31.183,0.807,0.478,0.229,39.02,451,2057,260
-37.748,45.061,-14.611,0.78,0.534,0.378,38.88,381,2026,90
-30.573,47.58,-10.603,0.762,0.561,0.431,39.02,340,1985,-92
-46.244,67.359,-7.802,0.655,0.445,0.567,39.31,360,1912,-315
-29.435,50.885,2.519,0.594,0.468,0.68,39.12,376,1811,-543
-24.511,42.389,1.313,0.541,0.389,0.817,39.31,458,1726,-727
-12.802,33.618,-0.748,0.433,0.344,0.826,38.84,537,1638,-852
-7.511,37.099,5.458,0.371,0.31,0.883,39.17,561,1540,-973
-14.321,37.985,8.954,0.298,0.298,0.945,38.88,621,1411,-1083
-24.573,41.481,9.565,0.226,0.233,0.991,39.17,725,1295,-1203
9.863,10.206,8,0.195,0.237,0.986,39.31,770,1207,-1256
-16.656,16.221,9.092,0.151,0.21,0.983,39.12,795,1162,-1287
-11.977,9.153,11.725,0.065,0.12,0.947,38.88,873,1082,-1332
-11.198,0.962,2.122,0.132,0.175,0.977,39.17,920,1086,-1332
-11.71,-1.55,-17.725,0.158,0.139,0.991,39.02,938,1116,-1337
-15.252,5.328,-7.702,0.087,0.039,1.062,38.98,986,1080,-1342
-5.58,-7.939,-2.397,0.142,0.075,1.008,39.17,1001,1123,-1342
-10.29,-7.206,3.954,0.195,0.091,1.002,39.12,1040,1147,-1320
-8.893,-9.206,-5.405,0.17,0.025,0.99,39.35,1085,1171,-1312
-7.023,-8.511,1.779,0.192,0.029,0.945,39.12,1106,1193,-1300
-22.656,-3.305,-4.45,0.234,-0.034,1.003,39.31,1186,1240,-1285
-15.847,-0.336,-6.672,0.194,-0.087,1.032,39.12,1260,1217,-1285
-3.824,0.473,-2.878,0.207,-0.079,0.979,39.12,1296,1220,-1258
-4.672,-6.389,-2.496,0.237,-0.118,1.025,39.12,1311,1251,-1271
3.771,-0.16,3.931,0.231,-0.064,0.972,39.12,1308,1276,-1258
2.687,-15.13,7.275,0.185,-0.052,0.958,38.98,1347,1268,-1251
30.008,6.832,-9.74,0.112,-0.064,1.231,39.12,1253,1273,-1266
17.55,-6.122,-7.328,0.026,0.064,1.199,39.35,1123,1285,-1281
-1.611,-13.092,6.374,0.212,-0.001,1.039,39.17,1108,1318,-1258
15.16,0.336,-1.206,0.271,-0.006,0.92,39.21,1076,1343,-1238
77.321,6.687,-54.153,0.207,0.188,1.193,39.31,847,1473,-1151
17.832,18.046,-3.58,0.341,0.303,0.843,39.17,615,1491,-1133
1.458,2.382,-0.664,0.302,0.337,0.907,39.35,537,1370,-1218
2.328,0.221,-0.29,0.291,0.341,0.925,39.17,540,1356,-1208
1.397,3.389,-0.611,0.302,0.346,0.924,39.4,530,1365,-1223
1.458,2.885,-0.733,0.303,0.343,0.903,39.12,545,1380,-1201
1.824,1.29,-0.336,0.296,0.353,0.92,39.12,537,1356,-1226
1.511,1.824,-0.015,0.291,0.346,0.921,39.12,532,1356,-1231
1.702,1.931,0.176,0.297,0.346,0.913,39.21,527,1367,-1231
1.412,1.924,-0.443,0.291,0.347,0.921,39.02,522,1367,-1231
1.832,2.305,-0.351,0.287,0.349,0.917,39.21,525,1356,-1213
1.664,2.061,-0.328,0.289,0.343,0.915,39.21,530,1357,-1226
2.107,0.832,-0.076,0.289,0.346,0.912,39.12,521,1356,-1211
1.977,3.718,-0.29,0.28,0.348,0.917,39.21,537,1348,-1213
2.679,2.565,-0.145,0.296,0.352,0.918,39.12,518,1346,-1216
2.038,1.962,-0.344,0.287,0.352,0.916,39.21,537,1348,-1233
0.733,1.237,0.908,0.276,0.355,0.912,39.12,516,1336,-1223
-0.931,3.908,-0.038,0.208,0.293,1.061,39.31,547,1326,-1243
-0.153,-0.588,1.252,0.285,0.34,0.915,39.17,532,1328,-1243
1.511,0.473,0.84,0.277,0.33,0.93,39.21,547,1348,-1238
0.931,2.206,0.008,0.276,0.333,0.927,39.31,547,1338,-1238
1.153,2.71,0.382,0.278,0.338,0.917,39.31,552,1321,-1251
-0.29,2.13,4.664,0.265,0.335,0.914,39.12,550,1341,-1246
1.702,2.168,-0.183,0.266,0.334,0.928,39.17,581,1338,-1263
1.29,2.069,1.122,0.266,0.324,0.935,39.17,581,1333,-1241
2.504,4.076,-0.573,0.272,0.328,0.921,39.12,597,1336,-1221
1.947,2.374,-0.176,0.287,0.337,0.92,39.4,573,1315,-1208
2.573,0.916,-0.344,0.276,0.334,0.917,39.02,578,1310,-1198
2.481,0.435,-1.496,0.277,0.337,0.927,39.17,590,1326,-1193
2.023,-0.099,-1.496,0.281,0.343,0.916,39.17,568,1338,-1213
1.252,1.382,-0.504,0.277,0.336,0.924,39.12,566,1328,-1201
1.137,0.595,-0.588,0.281,0.329,0.917,39.12,578,1333,-1216
1.244,1.321,-1.084,0.279,0.333,0.917,39.17,583,1326,-1226
1.061,1.359,-0.588,0.278,0.341,0.917,39.31,552,1331,-1218
1.153,1.321,-0.626,0.284,0.335,0.916,39.12,552,1328,-1226
1.55,0.565,-1.366,0.292,0.33,0.905,38.98,553,1336,-1241
6.458,3.733,-1.412,0.288,0.303,1.014,39.12,568,1367,-1213
1.359,3.237,-0.275,0.385,0.339,0.867,39.12,552,1367,-1208
0.939,-1.954,-0.756,0.33,0.342,0.894,39.12,545,1377,-1191
8.015,-32.214,1.962,0.324,0.366,0.996,39.12,553,1406,-1171
3.061,-38.771,-4.122,0.336,0.406,0.83,39.35,581,1522,-1081
4.046,0.42,0.908,0.359,0.288,0.939,39.35,558,1563,-1038
-11.45,122.504,-51.282,0.3,0.518,0.633,39.21,537,1470,-1106
